path,label,kind,text,voice_id,voice_name,model_id,stability,similarity_boost,style,speed
data\normal_negative_ai\normal_negative_00142.wav,0,normal_negative,potrzebuję pomocy,V5GZ9rfeV9jjKZE5NkT7,polish_voice_1,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00143.wav,0,normal_negative,wózek nie jedzie,g8ZOdhoD9R6eYKPTjKbE,polish_voice_6,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00144.wav,0,normal_negative,uruchom diagnostykę,g8ZOdhoD9R6eYKPTjKbE,polish_voice_6,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00145.wav,0,normal_negative,gdzie jest bezpiecznik,fEfGdiGJK4l3imI70mtC,polish_voice_2,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00146.wav,0,normal_negative,czy to jest bezpieczne,JWUOwsYG4XgR9Od3eeon,polish_voice_5,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00147.wav,0,normal_negative,wózek nie jedzie,g8ZOdhoD9R6eYKPTjKbE,polish_voice_6,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00148.wav,0,normal_negative,sprawdź baterię,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00149.wav,0,normal_negative,czy to jest bezpieczne,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00150.wav,0,normal_negative,wózek nie jedzie,JWUOwsYG4XgR9Od3eeon,polish_voice_5,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00151.wav,0,normal_negative,podaj numer błędu,JWUOwsYG4XgR9Od3eeon,polish_voice_5,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00152.wav,0,normal_negative,pokaż schemat,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00153.wav,0,normal_negative,sprawdź czujnik,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00154.wav,0,normal_negative,potrzebuję pomocy,d4Z5Fvjohw3zxGpV8XUV,polish_voice_4,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00155.wav,0,normal_negative,czy to jest bezpieczne,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00156.wav,0,normal_negative,potrzebuję pomocy,JWUOwsYG4XgR9Od3eeon,polish_voice_5,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00157.wav,0,normal_negative,jaki to parametr,fEfGdiGJK4l3imI70mtC,polish_voice_2,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00158.wav,0,normal_negative,sprawdź baterię,JWUOwsYG4XgR9Od3eeon,polish_voice_5,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00159.wav,0,normal_negative,pokaż błąd,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00160.wav,0,normal_negative,sprawdź czujnik,d4Z5Fvjohw3zxGpV8XUV,polish_voice_4,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00161.wav,0,normal_negative,wózek nie jedzie,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00162.wav,0,normal_negative,sprawdź czujnik,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00163.wav,0,normal_negative,otwórz instrukcję,d4Z5Fvjohw3zxGpV8XUV,polish_voice_4,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00164.wav,0,normal_negative,pokaż schemat,fEfGdiGJK4l3imI70mtC,polish_voice_2,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00165.wav,0,normal_negative,otwórz instrukcję,d4Z5Fvjohw3zxGpV8XUV,polish_voice_4,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00166.wav,0,normal_negative,potrzebuję pomocy,V5GZ9rfeV9jjKZE5NkT7,polish_voice_1,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00167.wav,0,normal_negative,sprawdź czujnik,fEfGdiGJK4l3imI70mtC,polish_voice_2,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00168.wav,0,normal_negative,czy to jest bezpieczne,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00169.wav,0,normal_negative,uruchom diagnostykę,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00170.wav,0,normal_negative,otwórz instrukcję,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00171.wav,0,normal_negative,podaj numer błędu,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00172.wav,0,normal_negative,pokaż schemat,JWUOwsYG4XgR9Od3eeon,polish_voice_5,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00173.wav,0,normal_negative,podaj numer błędu,d4Z5Fvjohw3zxGpV8XUV,polish_voice_4,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00174.wav,0,normal_negative,gdzie jest bezpiecznik,fEfGdiGJK4l3imI70mtC,polish_voice_2,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00175.wav,0,normal_negative,podaj numer błędu,d4Z5Fvjohw3zxGpV8XUV,polish_voice_4,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00176.wav,0,normal_negative,potrzebuję pomocy,g8ZOdhoD9R6eYKPTjKbE,polish_voice_6,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00177.wav,0,normal_negative,otwórz instrukcję,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00178.wav,0,normal_negative,gdzie jest bezpiecznik,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00179.wav,0,normal_negative,co oznacza ten kod,d4Z5Fvjohw3zxGpV8XUV,polish_voice_4,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00180.wav,0,normal_negative,nie działa podnoszenie,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00181.wav,0,normal_negative,pokaż błąd,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00182.wav,0,normal_negative,wózek nie jedzie,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00183.wav,0,normal_negative,sprawdź czujnik,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00184.wav,0,normal_negative,podaj numer błędu,g8ZOdhoD9R6eYKPTjKbE,polish_voice_6,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00185.wav,0,normal_negative,potrzebuję pomocy,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00186.wav,0,normal_negative,sprawdź baterię,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00187.wav,0,normal_negative,sprawdź czujnik,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00188.wav,0,normal_negative,nie działa podnoszenie,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00189.wav,0,normal_negative,jaki to parametr,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00190.wav,0,normal_negative,uruchom diagnostykę,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00191.wav,0,normal_negative,uruchom diagnostykę,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00192.wav,0,normal_negative,czy to jest bezpieczne,fEfGdiGJK4l3imI70mtC,polish_voice_2,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00193.wav,0,normal_negative,jaki to parametr,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00194.wav,0,normal_negative,pokaż błąd,OOTZSkkPGHD1csczSCmT,polish_voice_3,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00195.wav,0,normal_negative,nie działa podnoszenie,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.45,0.75,0.05,1.0
data\normal_negative_ai\normal_negative_00196.wav,0,normal_negative,nie działa podnoszenie,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.55,0.8,0.1,1.1
data\normal_negative_ai\normal_negative_00197.wav,0,normal_negative,podaj numer błędu,pb8c0r30vHTjqkuyCUIQ,polish_voice_7,eleven_multilingual_v2,0.65,0.85,0.15,1.2
data\normal_negative_ai\normal_negative_00198.wav,0,normal_negative,jaki to parametr,JWUOwsYG4XgR9Od3eeon,polish_voice_5,eleven_multilingual_v2,0.35,0.7,0.0,0.9
data\normal_negative_ai\normal_negative_00199.wav,0,normal_negative,pokaż błąd,ELipIT4gf7mqOUIdVqNN,polish_voice_8,eleven_multilingual_v2,0.35,0.7,0.0,0.9
